model auto,year of production,mileage,exterior colour,tax,transmission,wheel drive,number of owners,engine volume,engine power,engine type,fuel type,acceleration,MPG,country of the car brand,class,top speed,environmental class,price
Kia,2018,72708.0,коричневый,4550.0,автоматическая,передний,1 владелец,1.6,130.0,бензиновый ,АИ-95 ,11.8,6.8,Южная Корея ,C ,190.0,Euro 6 ,1465000.0
Nissan,2002,239294.0,зелёный,2850.0,механическая,полный,3 или более,2.2,114.0,дизельный ,ДТ ,13.7,7.2,Япония ,D ,165.0,Euro 0,470000.0
Kia,2017,120347.0,белый,4725.0,роботизированная,передний,2 владельца,1.6,135.0,бензиновый ,АИ-95 ,10.8,5.9,Южная Корея ,C ,195.0,Euro 6 ,1505000.0
Mazda,2007,110000.0,чёрный,2625.0,автоматическая,передний,3 или более,1.6,105.0,бензиновый ,АИ-95 ,12.6,7.6,Япония ,C ,174.0,Euro 0,570000.0
Nissan,2016,170318.0,белый,5040.0,вариатор,передний,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,11.7,7.1,Япония ,D ,183.0,Euro 5 ,1579000.0
Kia,2015,162000.0,серебристый,4515.0,автоматическая,передний,1 владелец,1.6,129.0,бензиновый ,АИ-95 ,11.8,6.9,Южная Корея ,C ,190.0,Euro 4 ,1265000.0
Mitsubishi,2013,149500.0,чёрный,5250.0,вариатор,полный,2 владельца,2.0,150.0,бензиновый ,АИ-92 ,11.9,8.1,Япония ,C ,188.0,Euro 4 ,1410600.0
Nissan,2020,29000.0,серый,5040.0,механическая,передний,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,9.9,7.7,Япония ,C ,194.0,Euro 5 ,2400000.0
Land,2015,196000.0,серый,18000.0,автоматическая,полный,3 или более,2.0,240.0,бензиновый ,АИ-95 ,8.2,8.0,Великобритания ,D ,200.0,Euro 5 ,2150000.0
Kia,2019,62523.0,чёрный,4900.0,роботизированная,передний,2 владельца,1.4,140.0,бензиновый ,АИ-95 ,9.2,6.1,Южная Корея ,C ,205.0,Euro 6 ,1750000.0
Ford,2012,250000.0,чёрный,7245.0,автоматическая,передний,3 или более,2.3,161.0,бензиновый ,АИ-95 ,10.5,7.7,США ,D ,207.0,Euro 4 ,850000.0
Mitsubishi,2008,227779.0,синий,7650.0,вариатор,полный,2 владельца,2.4,170.0,бензиновый ,АИ-95 ,10.8,9.3,Япония ,D ,190.0,Euro 0,1034000.0
Haval,2019,86763.0,голубой,5250.0,роботизированная,передний,1 владелец,1.5,150.0,бензиновый ,АИ-95 ,11.0,8.2,Китай ,C ,180.0,Euro 5 ,1730000.0
Kia,2012,365259.0,серебристый,3125.0,механическая,передний,1 владелец,1.6,125.0,бензиновый ,АИ-95 ,10.8,6.1,Южная Корея ,C ,192.0,Euro 0,690000.0
Skoda,2011,67909.0,серый,2550.0,механическая,передний,1 владелец,1.6,102.0,бензиновый ,АИ-95 ,12.3,7.4,Чехия ,C ,190.0,Euro 4 ,1075000.0
Mazda,2017,88295.0,коричневый,9700.0,автоматическая,полный,1 владелец,2.5,194.0,бензиновый ,АИ-95 ,9.0,7.4,Япония ,C ,195.0,Euro 0,2495000.0
Renault,2016,139800.0,чёрный,2850.0,вариатор,передний,3 или более,1.6,114.0,бензиновый ,АИ-95 ,12.9,6.9,Франция ,B ,166.0,Euro 5 ,1220000.0
Kia,2018,160000.0,чёрный,4550.0,автоматическая,передний,3 или более,1.6,130.0,бензиновый ,АИ-95 ,11.5,6.8,Южная Корея ,C ,192.0,Euro 6 ,1270000.0
Mitsubishi,2018,239054.0,серый,5110.0,вариатор,передний,1 владелец,2.0,146.0,бензиновый ,АИ-92 ,11.1,7.3,Япония ,D ,193.0,Euro 4 ,1554000.0
Skoda,2016,109172.0,белый,9000.0,механическая,передний,2 владельца,1.8,180.0,бензиновый ,АИ-95 ,7.3,6.4,Чехия ,C ,231.0,Euro 5 ,1490000.0
Skoda,2014,101587.0,чёрный,9000.0,роботизированная,передний,3 или более,1.8,180.0,бензиновый ,АИ-95 ,7.4,6.1,Чехия ,C ,231.0,Euro 5 ,1120000.0
Skoda,2014,92766.0,чёрный,9000.0,роботизированная,передний,2 владельца,1.8,180.0,бензиновый ,АИ-95 ,7.4,6.1,Чехия ,C ,231.0,Euro 5 ,1320000.0
Ford,2012,250000.0,чёрный,7245.0,автоматическая,передний,3 или более,2.3,161.0,бензиновый ,АИ-95 ,10.5,7.7,США ,D ,207.0,Euro 4 ,850000.0
Haval,2020,68863.0,белый,9500.0,роботизированная,полный,1 владелец,2.0,190.0,бензиновый ,АИ-95 ,9.0,8.8,Китай ,C ,195.0,Euro 5 ,1989000.0
Chevrolet,2015,167000.0,зелёный,960.0,механическая,полный,1 владелец,1.7,80.0,бензиновый ,АИ-95 ,19.0,10.8,США ,J ,140.0,Euro 4 ,620000.0
Haval,2019,85635.0,серый,5250.0,роботизированная,полный,1 владелец,1.5,150.0,бензиновый ,АИ-95 ,11.0,8.4,Китай ,C ,180.0,Euro 5 ,1649000.0
Skoda,2021,70938.0,зелёный,5250.0,автоматическая,передний,1 владелец,1.4,150.0,бензиновый ,АИ-95 ,9.0,5.5,Чехия ,C ,223.0,Euro 5 ,2300000.0
Skoda,2014,391000.0,серый,9000.0,механическая,передний,1 владелец,1.8,180.0,бензиновый ,АИ-95 ,7.3,6.4,Чехия ,C ,231.0,Euro 5 ,959000.0
Mazda,2017,88295.0,коричневый,9700.0,автоматическая,полный,1 владелец,2.5,194.0,бензиновый ,АИ-95 ,9.0,7.4,Япония ,C ,195.0,Euro 0,2495000.0
Volkswagen,2012,135148.0,белый,6840.0,роботизированная,передний,3 или более,1.8,152.0,бензиновый ,АИ-95 ,8.5,7.3,Германия ,E ,222.0,Euro 0,999900.0
Kia,2019,46297.0,серый,4480.0,механическая,передний,1 владелец,1.6,128.0,бензиновый ,АИ-92 ,10.5,6.8,Южная Корея ,C ,195.0,Euro 6 ,1620000.0
Skoda,2021,34513.0,белый,5100.0,механическая,передний,1 владелец,1.4,150.0,бензиновый ,АИ-95 ,8.1,5.8,Чехия ,C ,227.0,Euro 5 ,2565000.0
Hyundai,2019,250000.0,коричневый,5250.0,автоматическая,передний,1 владелец,2.0,150.0,бензиновый ,АИ-95 ,11.1,7.8,Южная Корея ,D ,205.0,Euro 5 ,1350000.0
Audi,2015,195000.0,чёрный,14300.0,роботизированная,полный,3 или более,2.8,220.0,бензиновый ,АИ-95 ,7.9,8.0,Германия ,E ,240.0,Euro 5 ,2145000.0
Haval,2021,26989.0,синий,9500.0,роботизированная,полный,1 владелец,2.0,190.0,бензиновый ,АИ-95 ,9.0,8.8,Китай ,C ,195.0,Euro 5 ,1920000.0
Skoda,2020,33565.0,белый,2750.0,механическая,передний,1 владелец,1.6,110.0,бензиновый ,АИ-95 ,10.8,6.4,Чехия ,C ,191.0,Euro 5 ,1795000.0
Kia,2020,62184.0,коричневый,5250.0,автоматическая,полный,1 владелец,2.0,150.0,бензиновый ,АИ-95 ,11.6,8.3,Южная Корея ,C ,180.0,Euro 5 ,2525000.0
LiXiang,2024,82.0,чёрный,67350.0,автоматическая,полный,1 владелец,1.5,449.0,гибридный ,АИ-95 ,5.3,7.6,Китай ,E ,180.0,Euro 0,7200000.0
Haval,2019,80233.0,серый,9500.0,роботизированная,передний,1 владелец,2.0,190.0,бензиновый ,АИ-95 ,9.0,8.8,Китай ,C ,195.0,Euro 5 ,1899000.0
Mazda,2016,147000.0,серый,9600.0,автоматическая,полный,2 владельца,2.5,192.0,бензиновый ,АИ-95 ,7.9,7.3,Япония ,C ,194.0,Euro 4 ,2270000.0
Haval,2019,38267.0,белый,5250.0,роботизированная,полный,1 владелец,1.5,150.0,бензиновый ,АИ-95 ,11.0,8.4,Китай ,C ,180.0,Euro 5 ,2074000.0
Chery,2021,39000.0,серый,5145.0,вариатор,передний,1 владелец,1.5,147.0,бензиновый ,АИ-92 ,9.8,8.2,Китай ,C ,186.0,Euro 6 ,1789900.0
Haval,2021,28316.0,чёрный,9310.0,роботизированная,полный,1 владелец,2.0,190.0,бензиновый ,АИ-95 ,9.0,8.8,Китай ,C ,195.0,Euro 5 ,2420000.0
Toyota,2020,234000.0,синий,18675.0,автоматическая,полный,1 владелец,3.5,249.0,бензиновый ,АИ-95 ,8.8,9.5,Япония ,E ,180.0,Euro 5 ,4580000.0
Lada,2022,66500.0,белый,1080.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.3,6.8,Россия ,B ,178.0,Euro 5 ,790000.0
BMW,2022,24000.0,серый,17325.0,автоматическая,передний,1 владелец,2.0,231.0,бензиновый ,АИ-95 ,6.3,6.9,Германия ,C ,209.0,Euro 6 ,3270000.0
Volkswagen,2019,71700.0,белый,9000.0,роботизированная,полный,3 или более,2.0,180.0,бензиновый ,АИ-95 ,7.7,8.0,Германия ,C ,208.0,Euro 6 ,2930000.0
Haval,2019,33069.0,серый,5250.0,роботизированная,полный,1 владелец,1.5,150.0,бензиновый ,АИ-95 ,11.0,8.4,Китай ,C ,180.0,Euro 5 ,2064000.0
Skoda,2018,93000.0,белый,3740.0,механическая,передний,2 владельца,1.6,110.0,бензиновый ,АИ-95 ,10.8,6.4,Чехия ,C ,191.0,Euro 5 ,1550000.0
Kia,2021,266000.0,белый,5250.0,автоматическая,передний,1 владелец,2.0,150.0,бензиновый ,АИ-95 ,10.6,9.8,Южная Корея ,D ,210.0,Euro 5 ,2100000.0
Nissan,2020,87980.0,чёрный,5040.0,вариатор,полный,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,12.1,7.5,Япония ,D ,180.0,Euro 6 ,2273000.0
Volkswagen,2015,169500.0,серый,2625.0,автоматическая,передний,2 владельца,1.6,105.0,бензиновый ,АИ-95 ,12.1,7.0,Германия ,B ,187.0,Euro 4 ,950000.0
Kia,2018,95000.0,серый,9400.0,автоматическая,передний,2 владельца,2.4,188.0,бензиновый ,АИ-95 ,9.1,8.3,Южная Корея ,D ,210.0,Euro 0,1950000.0
Kia,2022,29500.0,чёрный,5250.0,автоматическая,передний,1 владелец,2.0,150.0,бензиновый ,АИ-92 ,9.8,7.4,Южная Корея ,C ,203.0,Euro 5 ,1999000.0
Nissan,2019,181730.0,чёрный,5040.0,вариатор,полный,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,10.5,7.3,Япония ,C ,182.0,Euro 5 ,1952000.0
Mitsubishi,2012,180000.0,белый,4900.0,вариатор,передний,2 владельца,1.8,140.0,бензиновый ,АИ-95 ,13.1,7.6,Япония ,C ,186.0,Euro 4 ,1100000.0
Skoda,2013,126000.0,белый,9000.0,роботизированная,передний,2 владельца,1.8,180.0,бензиновый ,АИ-95 ,7.4,6.1,Чехия ,C ,231.0,Euro 5 ,1150000.0
Lexus,2021,43500.0,серебристый,44100.0,автоматическая,передний,1 владелец,3.5,294.0,бензиновый ,АИ-95 ,7.9,10.7,Япония ,E ,200.0,Euro 0,4750000.0
Renault,2021,61000.0,чёрный,5250.0,вариатор,полный,1 владелец,1.3,150.0,бензиновый ,АИ-92 ,10.5,7.2,Франция ,C ,191.0,Euro 5 ,1999000.0
Skoda,2020,44000.0,чёрный,5100.0,автоматическая,передний,2 владельца,1.4,150.0,бензиновый ,АИ-95 ,9.0,5.5,Чехия ,C ,223.0,Euro 5 ,2679000.0
Nissan,2008,134666.0,чёрный,7605.0,вариатор,полный,1 владелец,2.5,169.0,бензиновый ,АИ-95 ,10.3,9.3,Япония ,D ,185.0,Euro 0,1097000.0
Volkswagen,2017,98344.0,чёрный,14300.0,роботизированная,полный,2 владельца,2.0,220.0,бензиновый ,АИ-95 ,6.5,8.4,Германия ,C ,220.0,Euro 6 ,2649000.0
Toyota,2011,121309.0,синий,5145.0,вариатор,передний,1 владелец,1.8,147.0,бензиновый ,АИ-95 ,11.1,7.1,Япония ,M ,185.0,Euro 4 ,1490000.0
Mazda,2021,2150.0,синий,17325.0,автоматическая,полный,1 владелец,2.5,231.0,бензиновый ,АИ-95 ,8.6,8.9,Япония ,E ,210.0,Euro 0,4390000.0
Mercedes-Benz,2022,13400.0,чёрный,9700.0,автоматическая,полный,1 владелец,2.0,194.0,дизельный ,ДТ ,7.5,5.4,Германия ,E ,239.0,Euro 6 ,6370000.0
Nissan,2012,100688.0,белый,4935.0,вариатор,передний,2 владельца,2.0,141.0,бензиновый ,АИ-95 ,10.7,7.6,Япония ,C ,183.0,Euro 5 ,1020000.0
Volkswagen,2010,180000.0,белый,2550.0,механическая,передний,2 владельца,1.6,102.0,бензиновый ,АИ-95 ,11.8,7.6,Германия ,M ,184.0,Euro 5 ,680000.0
Renault,2021,103451.0,белый,5250.0,механическая,полный,3 или более,1.3,150.0,бензиновый ,АИ-92 ,10.7,6.7,Франция ,B ,194.0,Euro 5 ,1660000.0
Nissan,2020,56173.0,синий,2875.0,вариатор,передний,1 владелец,1.2,115.0,бензиновый ,АИ-95 ,12.9,6.2,Япония ,C ,173.0,Euro 5 ,1750000.0
Cadillac,2021,34000.0,чёрный,63000.0,автоматическая,полный,1 владелец,6.2,420.0,бензиновый ,АИ-95 ,6.9,14.7,США ,J ,180.0,Euro 6 ,12600000.0
Chery,2022,35646.0,чёрный,5145.0,вариатор,передний,1 владелец,1.5,147.0,бензиновый ,АИ-92 ,9.8,8.2,Китай ,C ,186.0,Euro 6 ,1950000.0
Nissan,2019,37645.0,серебристый,5040.0,вариатор,полный,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,10.5,7.3,Япония ,C ,182.0,Euro 5 ,2440000.0
Nissan,2002,239294.0,зелёный,2850.0,механическая,полный,3 или более,2.2,114.0,дизельный ,ДТ ,13.7,7.2,Япония ,D ,165.0,Euro 0,470000.0
Nissan,2016,195780.0,серый,5040.0,вариатор,полный,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,10.5,7.3,Япония ,C ,182.0,Euro 5 ,1428000.0
Kia,2021,40830.0,чёрный,5215.0,вариатор,передний,1 владелец,2.0,149.0,бензиновый ,АИ-92 ,9.6,6.8,Южная Корея ,B ,190.0,Euro 5 ,2285000.0
Nissan,2018,66410.0,синий,5040.0,вариатор,полный,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,10.5,7.3,Япония ,C ,182.0,Euro 5 ,1869000.0
Nissan,2013,80000.0,чёрный,2925.0,вариатор,передний,2 владельца,1.6,117.0,бензиновый ,АИ-95 ,13.0,6.4,Япония ,C ,174.0,Euro 5 ,1089000.0
Mercedes-Benz,2020,37229.0,серый,49500.0,автоматическая,полный,1 владелец,2.9,330.0,дизельный ,ДТ ,6.3,7.9,Германия ,F ,238.0,Euro 6 ,9200000.0
Nissan,2019,40000.0,серебристый,5040.0,вариатор,передний,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,10.1,7.0,Япония ,C ,184.0,Euro 5 ,1960000.0
BMW,2021,81095.0,чёрный,18675.0,автоматическая,полный,1 владелец,3.0,249.0,дизельный ,ДТ ,7.0,7.3,Германия ,F ,227.0,Euro 6 ,9490000.0
Nissan,2020,25000.0,чёрный,5040.0,вариатор,полный,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,10.5,7.3,Япония ,C ,182.0,Euro 5 ,2590000.0
Nissan,2019,37645.0,серебристый,5040.0,вариатор,полный,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,10.5,7.3,Япония ,C ,182.0,Euro 5 ,2440000.0
Nissan,2002,239294.0,зелёный,2850.0,механическая,полный,3 или более,2.2,114.0,дизельный ,ДТ ,13.7,7.2,Япония ,D ,165.0,Euro 0,470000.0
Nissan,2016,195780.0,серый,5040.0,вариатор,полный,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,10.5,7.3,Япония ,C ,182.0,Euro 5 ,1428000.0
Mazda,2020,70000.0,красный,9700.0,автоматическая,передний,1 владелец,2.5,194.0,бензиновый ,АИ-95 ,8.9,7.1,Япония ,C ,195.0,Euro 6 ,2600000.0
